L,MON,SZN,TAR,LDC_SST_GEM52_NEMO,OBS_NINO3.4_L3,BIAS,BIAS_ABS
10.5,1994-10-01,JAS,1995-08-15,23.16980000000001,26.396666666666665,-3.2268666666666554,3.2268666666666554
9.5,1994-11-01,JAS,1995-08-15,23.4255,26.396666666666665,-2.971166666666665,2.971166666666665
8.5,1994-12-01,JAS,1995-08-15,23.57030000000003,26.396666666666665,-2.826366666666633,2.826366666666633
7.5,1995-01-01,JAS,1995-08-15,23.739800000000002,26.396666666666665,-2.6568666666666623,2.6568666666666623
6.5,1995-02-01,JAS,1995-08-15,23.974199999999996,26.396666666666665,-2.4224666666666685,2.4224666666666685
5.5,1995-03-01,JAS,1995-08-15,24.164800000000014,26.396666666666665,-2.231866666666651,2.231866666666651
4.5,1995-04-01,JAS,1995-08-15,24.17700000000002,26.396666666666665,-2.219666666666644,2.219666666666644
3.5,1995-05-01,JAS,1995-08-15,24.392800000000022,26.396666666666665,-2.0038666666666423,2.0038666666666423
2.5,1995-06-01,JAS,1995-08-15,24.767300000000034,26.396666666666665,-1.6293666666666304,1.6293666666666304
1.5,1995-07-01,JAS,1995-08-15,25.30800000000005,26.396666666666665,-1.0886666666666152,1.0886666666666152
10.5,1997-09-01,JJA,1998-07-15,23.601800000000026,26.403333333333336,-2.8015333333333103,2.8015333333333103
9.5,1997-10-01,JJA,1998-07-15,23.758399999999995,26.403333333333336,-2.6449333333333414,2.6449333333333414
8.5,1997-11-01,JJA,1998-07-15,23.670000000000016,26.403333333333336,-2.73333333333332,2.73333333333332
7.5,1997-12-01,JJA,1998-07-15,24.070700000000045,26.403333333333336,-2.332633333333291,2.332633333333291
6.5,1998-01-01,JJA,1998-07-15,24.223100000000045,26.403333333333336,-2.180233333333291,2.180233333333291
5.5,1998-02-01,JJA,1998-07-15,24.105500000000006,26.403333333333336,-2.2978333333333296,2.2978333333333296
4.5,1998-03-01,JJA,1998-07-15,24.47120000000001,26.403333333333336,-1.9321333333333257,1.9321333333333257
3.5,1998-04-01,JJA,1998-07-15,24.223900000000015,26.403333333333336,-2.1794333333333213,2.1794333333333213
2.5,1998-05-01,JJA,1998-07-15,24.612400000000036,26.403333333333336,-1.7909333333332995,1.7909333333332995
1.5,1998-06-01,JJA,1998-07-15,24.26550000000003,26.403333333333336,-2.1378333333333046,2.1378333333333046
10.5,2005-01-01,OND,2005-11-15,23.810400000000016,26.146666666666665,-2.336266666666649,2.336266666666649
9.5,2005-02-01,OND,2005-11-15,23.68390000000005,26.146666666666665,-2.4627666666666137,2.4627666666666137
8.5,2005-03-01,OND,2005-11-15,23.80590000000001,26.146666666666665,-2.3407666666666564,2.3407666666666564
7.5,2005-04-01,OND,2005-11-15,23.839300000000037,26.146666666666665,-2.3073666666666277,2.3073666666666277
6.5,2005-05-01,OND,2005-11-15,24.23230000000001,26.146666666666665,-1.9143666666666554,1.9143666666666554
5.5,2005-06-01,OND,2005-11-15,24.814400000000035,26.146666666666665,-1.33226666666663,1.33226666666663
4.5,2005-07-01,OND,2005-11-15,24.97290000000004,26.146666666666665,-1.1737666666666264,1.1737666666666264
3.5,2005-08-01,OND,2005-11-15,25.18670000000003,26.146666666666665,-0.9599666666666344,0.9599666666666344
2.5,2005-09-01,OND,2005-11-15,25.116600000000005,26.146666666666665,-1.0300666666666594,1.0300666666666594
1.5,2005-10-01,OND,2005-11-15,25.396299999999997,26.146666666666665,-0.7503666666666682,0.7503666666666682
10.5,2006-08-01,MJJ,2007-06-15,24.66300000000001,27.180000000000003,-2.5169999999999924,2.5169999999999924
9.5,2006-09-01,MJJ,2007-06-15,24.88050000000004,27.180000000000003,-2.299499999999963,2.299499999999963
8.5,2006-10-01,MJJ,2007-06-15,24.712300000000027,27.180000000000003,-2.467699999999976,2.467699999999976
7.5,2006-11-01,MJJ,2007-06-15,24.82340000000005,27.180000000000003,-2.356599999999954,2.356599999999954
6.5,2006-12-01,MJJ,2007-06-15,25.177200000000028,27.180000000000003,-2.0027999999999757,2.0027999999999757
5.5,2007-01-01,MJJ,2007-06-15,24.954300000000046,27.180000000000003,-2.225699999999957,2.225699999999957
4.5,2007-02-01,MJJ,2007-06-15,24.866300000000024,27.180000000000003,-2.3136999999999794,2.3136999999999794
3.5,2007-03-01,MJJ,2007-06-15,25.0539,27.180000000000003,-2.1261000000000045,2.1261000000000045
2.5,2007-04-01,MJJ,2007-06-15,25.649400000000014,27.180000000000003,-1.530599999999989,1.530599999999989
1.5,2007-05-01,MJJ,2007-06-15,25.642899999999997,27.180000000000003,-1.537100000000006,1.537100000000006
10.5,2008-01-01,OND,2008-11-15,23.47030000000001,26.12,-2.649699999999992,2.649699999999992
9.5,2008-02-01,OND,2008-11-15,23.144600000000025,26.12,-2.9753999999999756,2.9753999999999756
8.5,2008-03-01,OND,2008-11-15,23.547500000000014,26.12,-2.5724999999999874,2.5724999999999874
7.5,2008-04-01,OND,2008-11-15,24.031600000000026,26.12,-2.088399999999975,2.088399999999975
6.5,2008-05-01,OND,2008-11-15,24.51410000000004,26.12,-1.6058999999999592,1.6058999999999592
5.5,2008-06-01,OND,2008-11-15,24.394100000000037,26.12,-1.7258999999999638,1.7258999999999638
4.5,2008-07-01,OND,2008-11-15,24.786200000000008,26.12,-1.333799999999993,1.333799999999993
3.5,2008-08-01,OND,2008-11-15,24.98150000000004,26.12,-1.1384999999999614,1.1384999999999614
2.5,2008-09-01,OND,2008-11-15,25.182000000000016,26.12,-0.9379999999999846,0.9379999999999846
1.5,2008-10-01,OND,2008-11-15,25.399100000000033,26.12,-0.7208999999999683,0.7208999999999683
10.5,2009-08-01,MJJ,2010-06-15,25.723600000000033,26.99,-1.2663999999999653,1.2663999999999653
9.5,2009-09-01,MJJ,2010-06-15,25.633399999999995,26.99,-1.3566000000000038,1.3566000000000038
8.5,2009-10-01,MJJ,2010-06-15,25.427700000000016,26.99,-1.5622999999999827,1.5622999999999827
7.5,2009-11-01,MJJ,2010-06-15,25.540700000000015,26.99,-1.4492999999999832,1.4492999999999832
6.5,2009-12-01,MJJ,2010-06-15,25.997100000000046,26.99,-0.9928999999999526,0.9928999999999526
5.5,2010-01-01,MJJ,2010-06-15,25.883700000000033,26.99,-1.1062999999999654,1.1062999999999654
4.5,2010-02-01,MJJ,2010-06-15,25.327200000000005,26.99,-1.6627999999999936,1.6627999999999936
3.5,2010-03-01,MJJ,2010-06-15,25.638400000000047,26.99,-1.3515999999999515,1.3515999999999515
2.5,2010-04-01,MJJ,2010-06-15,25.814099999999996,26.99,-1.1759000000000022,1.1759000000000022
1.5,2010-05-01,MJJ,2010-06-15,25.898500000000013,26.99,-1.0914999999999857,1.0914999999999857
10.5,2010-09-01,JJA,2011-07-15,23.92810000000003,26.81,-2.8818999999999697,2.8818999999999697
9.5,2010-10-01,JJA,2011-07-15,24.10510000000005,26.81,-2.704899999999949,2.704899999999949
8.5,2010-11-01,JJA,2011-07-15,23.91700000000003,26.81,-2.8929999999999687,2.8929999999999687
7.5,2010-12-01,JJA,2011-07-15,24.114300000000014,26.81,-2.6956999999999844,2.6956999999999844
6.5,2011-01-01,JJA,2011-07-15,24.475600000000043,26.81,-2.334399999999956,2.334399999999956
5.5,2011-02-01,JJA,2011-07-15,24.833000000000027,26.81,-1.976999999999972,1.976999999999972
4.5,2011-03-01,JJA,2011-07-15,25.18950000000001,26.81,-1.6204999999999892,1.6204999999999892
3.5,2011-04-01,JJA,2011-07-15,25.53340000000003,26.81,-1.27659999999997,1.27659999999997
2.5,2011-05-01,JJA,2011-07-15,25.771500000000003,26.81,-1.0384999999999955,1.0384999999999955
1.5,2011-06-01,JJA,2011-07-15,25.969600000000014,26.81,-0.8403999999999847,0.8403999999999847
10.5,2015-10-01,JAS,2016-08-15,23.6413,26.413333333333338,-2.7720333333333365,2.7720333333333365
9.5,2015-11-01,JAS,2016-08-15,23.702800000000025,26.413333333333338,-2.710533333333313,2.710533333333313
8.5,2015-12-01,JAS,2016-08-15,24.40300000000002,26.413333333333338,-2.0103333333333175,2.0103333333333175
7.5,2016-01-01,JAS,2016-08-15,24.3759,26.413333333333338,-2.037433333333336,2.037433333333336
6.5,2016-02-01,JAS,2016-08-15,24.163800000000037,26.413333333333338,-2.2495333333333,2.2495333333333
5.5,2016-03-01,JAS,2016-08-15,24.240700000000004,26.413333333333338,-2.1726333333333336,2.1726333333333336
4.5,2016-04-01,JAS,2016-08-15,24.587800000000016,26.413333333333338,-1.825533333333322,1.825533333333322
3.5,2016-05-01,JAS,2016-08-15,24.569800000000043,26.413333333333338,-1.8435333333332942,1.8435333333332942
2.5,2016-06-01,JAS,2016-08-15,25.09740000000005,26.413333333333338,-1.3159333333332874,1.3159333333332874
1.5,2016-07-01,JAS,2016-08-15,25.397000000000048,26.413333333333338,-1.0163333333332893,1.0163333333332893
10.5,2016-12-01,SON,2017-10-15,24.563000000000045,26.06,-1.4969999999999537,1.4969999999999537
9.5,2017-01-01,SON,2017-10-15,24.776700000000005,26.06,-1.2832999999999934,1.2832999999999934
8.5,2017-02-01,SON,2017-10-15,25.346100000000035,26.06,-0.7138999999999633,0.7138999999999633
7.5,2017-03-01,SON,2017-10-15,25.3981,26.06,-0.6618999999999993,0.6618999999999993
6.5,2017-04-01,SON,2017-10-15,25.200800000000015,26.06,-0.8591999999999835,0.8591999999999835
5.5,2017-05-01,SON,2017-10-15,25.689900000000023,26.06,-0.3700999999999759,0.3700999999999759
4.5,2017-06-01,SON,2017-10-15,25.464800000000025,26.06,-0.5951999999999735,0.5951999999999735
3.5,2017-07-01,SON,2017-10-15,25.352400000000046,26.06,-0.7075999999999532,0.7075999999999532
2.5,2017-08-01,SON,2017-10-15,25.30030000000005,26.06,-0.759699999999949,0.759699999999949
